SiteNumber,SiteLongit,SiteLatitu,slo,wti,accumulati,Dis_Sea,Slope_degr,TWI,curv,curv_profi,Area,handMean,Altitude,imp,Dis_storm,Soil_Point,Soil_Mean,Rain_MAX,Rain_Mean,Wind_MAX,Wind_Mean,Wind_Point,Rain_Point,Tide_Mean,Tide_Point,RiverDisMn,Mean_Gage_height,Slope-Invariability,Max_Gage_height
1399830,-74.673889,40.6,4.56669,-4.36721,5873410,0.418765,3.73645,18.299421,73268400,497689000.0,469168000,36.425,56.94,5.0549,0.639307,0.416811,0.413489,6.999775,6.357248,56.622463,54.314305,56.7353,6.14651,3.866698,3.81421,43132.9729,3.589792,1.317460928,20.54
1400000,-74.679167,40.570556,4.43732,-4.37191,6327900,0.416809,10.923,17.300448,70394200,10213300000.0,507000000,35.0443,50.43,5.58212,0.635003,0.416811,0.413739,6.999775,6.332922,56.851826,54.513583,56.794,6.08912,3.85864,3.78369,42921.79775,3.037396,1.301621022,17.97
1400010,-74.6875,40.556667,4.42336,-4.37158,15010600,0.422386,9.40288,18.316423,69923904,41565000000.0,511449000,34.8823,46.03,5.65381,0.638517,0.416811,0.413764,6.999775,6.331376,56.863483,54.527011,56.8635,6.06233,3.857832,3.74808,42839.62197,2.347083,1.2837785,17.06
1403150,-74.590833,40.612222,3.74317,-4.60384,123125,0.344013,2.43377,14.855884,106871000,-2095680000.0,5453700,33.2939,240.48,9.39888,0.564379,0.385408,0.387339,6.318112,6.318112,56.736805,56.736805,56.7368,6.31811,3.919451,3.93104,51726.07387,2.039792,1.139193065,9.35
1379000,-74.528889,40.68,3.22512,-4.17799,1753030,0.323183,26.2829,15.080338,106927000,-2228590000.0,140703000,19.895,215.6,6.63572,0.527046,0.396028,0.396028,7.221447,6.851071,55.838642,54.80566,55.8386,6.65389,4.118509,4.05942,39007.56944,5.628229,1.387520691,10.26
1400500,-74.582778,40.555556,4.16059,-4.39096,15809200,0.319436,0.952553,20.614442,56672900,-693013000.0,1272270000,34.4307,20.61,6.02194,0.538817,0.385408,0.417307,6.999775,6.149119,57.236515,54.902987,57.2641,6.25601,3.746078,3.89554,41144.79725,5.049896,1.310966839,26.29
1402540,-74.588333,40.529722,2.0728,-4.02268,7330140,0.32023,1.69474,19.294672,117985000,4813200000.0,550519000,14.7176,21.9,9.12831,0.535918,0.385408,0.352193,6.267801,5.951334,60.071789,57.645221,57.3974,6.15488,3.642692,3.85534,49412.74349,2.966771,1.076756992,22.9
1403060,-74.548333,40.551111,3.48321,-4.27331,23365900,0.284881,10.5514,18.642008,77690096,-56124000000.0,1879840000,27.9394,0.0,7.20473,0.504735,0.385408,0.397894,6.999775,6.090963,60.071789,55.768034,57.3717,6.33799,3.71735,3.94318,36676.43616,18.602292,1.057932967,41.9
1403200,-74.548889,40.560833,4.82085,-4.7828,550403,0.287833,1.21914,17.022417,133331000,-4702150000.0,43753600,34.4734,20.47,10.2321,0.508336,0.385408,0.385973,6.610075,6.417236,57.168945,56.864583,57.3717,6.33799,3.988982,3.95883,45955.2483,5.138125,1.133947547,19.55
1403400,-74.403889,40.666111,5.53361,-4.90025,205673,0.224583,10.6312,13.901594,103486000,-9595960000.0,16555600,34.0803,184.44,9.9482,0.404069,0.396028,0.377635,7.378112,7.137437,56.170841,55.933968,56.1708,7.10272,4.251867,4.23862,39150.72797,1.338125,0.742391071,6.46
